City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,happy valley-goose bay,53.3168,-60.3315,-6.83,73,20,2.57,CA,1702497214
1,bethel,41.3712,-73.414,7.33,47,0,6.69,US,1702496989
2,ancud,-41.8697,-73.8203,13.23,64,76,4.84,CL,1702497214
3,yellowknife,62.456,-114.3525,0.29,86,75,2.06,CA,1702497214
4,port-aux-francais,-49.35,70.2167,7.8,96,100,19.6,TF,1702497214
5,north bend,43.4065,-124.2243,11.2,87,0,2.57,US,1702497214
6,blackmans bay,-43.0167,147.3167,15.07,93,70,1.66,AU,1702497215
7,monifieth,56.4832,-2.8272,4.18,100,75,2.06,GB,1702497215
8,roma,43.2128,-75.4557,2.05,90,100,8.75,US,1702497065
9,castillos,-34.1667,-53.8333,24.68,78,100,3.16,UY,1702497215
10,berezovyy,51.6667,135.7,-25.84,69,8,2.95,RU,1702497215
11,calama,-22.4667,-68.9333,26.27,6,0,11.32,CL,1702497215
12,edinburgh of the seven seas,-37.0676,-12.3116,15.08,86,100,5.3,SH,1702497215
13,el bauga,18.262,33.9081,17.39,26,43,4.8,SD,1702497215
14,talnakh,69.4865,88.3972,-23.95,96,100,4.02,RU,1702497216
15,ulladulla,-35.35,150.4667,23.76,63,21,3.05,AU,1702497216
16,waitangi,-43.9535,-176.5597,11.57,81,90,5.81,NZ,1702497216
17,longyearbyen,78.2186,15.6401,0.91,75,75,4.63,SJ,1702497216
18,hawaiian paradise park,19.5933,-154.9731,24.93,89,100,2.06,US,1702497216
19,forster,-32.1667,152.5167,18.54,97,66,2.38,AU,1702497216
20,ikirun,7.9167,4.6667,23.89,32,4,2.0,NG,1702497216
21,wuxi,31.5689,120.2886,12.75,90,97,1.95,CN,1702497216
22,olonkinbyen,70.9221,-8.7187,1.46,93,100,8.83,SJ,1702497216
23,sao tome,0.3365,6.7273,26.96,80,33,2.56,ST,1702497217
24,luderitz,-26.6481,15.1594,16.51,71,0,9.46,NA,1702497217
